fips,state,county,popl,prcnt_white,prcnt_black,prcnt_asian,prcnt_hispanic,avg_age,avg_age_white,avg_age_black,avg_age_asian,avg_age_hispanic,land_area,popl_density,unempl_rate,unempl_rate_chng,med_income,prcnt_poverty,prcnt_chng_gdp,per_capita_gdp,high_sch_grad_rate,college_grad_rate,dem_legis,dem_gov,dem_state,biden_margin_2020,region,tmax_avg,cases_prcnt_1,cases_prcnt_2,cases_prcnt_3,cases_prcnt_tot,deaths_prcnt_1,deaths_prcnt_2,deaths_prcnt_3,deaths_prcnt_tot
2110.0,AK,Juneau City and Borough,31974,0.6862450741227247,0.02514543066241321,0.10314630637392881,0.06993181960342779,39.223431538124736,41.75667669309999,32.35074626865672,34.711188599150994,29.72830948121646,2701.93,1.0731228772366674,7.833333333333333,0.5,85.419,0.06101832739100519,-5.707046365060993e-05,80005.47319697254,0.23114345607720602,0.3526480243641973,0,0,0,41.76,West,34.5,0.0010633639832363796,0.008162882341902796,0.023644210921373615,0.032870457246512795,0.0,9.382623381497467e-05,0.0,9.382623381497467e-05
2122.0,AK,Kenai Peninsula Borough,58708,0.832765551543231,0.013933365129113579,0.030966818832186414,0.04268583497990053,40.90502997887852,42.442779709552056,29.070904645476777,33.732123212321234,30.688347964884276,16075.33,0.5625373885228862,10.52222222222222,0.2999999999999998,68.625,0.10162158479253254,0.010164271869009393,51592.985623765075,0.325629741026605,0.22681734745781454,0,0,0,-28.41,West,35.2,0.001345642842542754,0.006421612046058458,0.055001022007222185,0.0627682768958234,3.406690740614567e-05,1.7033453703072834e-05,0.00025550180554609255,0.00030660216665531103
2130.0,AK,Ketchikan Gateway Borough,13901,0.674411912812028,0.019279188547586503,0.10150348895762895,0.05575138479246097,40.345298899359754,42.370133333333335,32.13619402985075,39.493267186392636,31.229032258064517,4858.41,0.4565518813196662,10.977777777777778,0.3000000000000007,75.706,0.0922955183080354,0.044397674990527075,71182.00129487088,0.32218816754899227,0.23181944831429369,0,0,0,0.0,West,40.5,0.0011509963311991942,0.0024458672037982877,0.014747140493489677,0.018344004028487158,0.0,0.0,0.00014387454139989928,0.00014387454139989928
2150.0,AK,Kodiak Island Borough,12998,0.549546084012925,0.02108016617941222,0.24249884597630406,0.08639790737036467,36.30693183566703,36.93511129777404,28.613138686131386,38.493020304568525,29.77738201246661,6549.58,0.29766308142258335,7.033333333333333,-1.1,79.669,0.06993383597476535,0.028675046342890864,64637.48268964456,0.3073073073073073,0.25705705705705706,0,0,0,0.0,West,39.7,7.693491306354824e-05,0.001923372826588706,0.07385751654100631,0.07585782428065856,0.0,0.0,0.0003846745653177412,0.0003846745653177412
2158.0,AK,Kusilvak Census Area,8314,0.03764734183305268,0.012869858070724079,0.0074573009381765695,0.029949482800096225,27.923382246812604,37.88338658146965,20.350467289719624,32.983870967741936,12.720883534136547,17081.43,-0.31271420538142364,18.144444444444446,-4.700000000000001,35.369,0.26665864806350736,0.08676356241401997,21854.221794563386,0.5589430894308943,0.032520325203252036,0,0,0,0.0,West,31.8,0.0,0.0016839066634592255,0.1335097426028386,0.13519364926629782,0.0,0.0,0.00036083714216983404,0.00036083714216983404
2164.0,AK,Lake and Peninsula Borough,1592,0.23680904522613067,0.024497487437185928,0.04271356783919598,0.034547738693467334,35.76476130653267,40.27188328912467,27.115384615384613,44.74264705882352,19.045454545454543,23652.01,-1.1719249905438813,9.544444444444444,-1.7000000000000002,51.693,0.1727386934673367,0.03700656356938497,69668.3417085427,0.4616822429906542,0.14299065420560747,0,0,0,0.0,West,37.2,0.0,0.017587939698492462,0.04459798994974874,0.062185929648241205,0.0,0.0,0.0,0.0
2170.0,AK,Matanuska-Susitna Borough,108317,0.8251244033715852,0.024834513511267853,0.03413129979596924,0.0518201205720247,37.0031481669544,38.47337062937063,28.671933085501855,30.723559642953756,28.845091751291648,24607.9,0.6436220698107364,9.744444444444445,-0.7000000000000002,75.856,0.09363257845028942,0.07926006455833044,26138.94402540691,0.3476543723123693,0.194561729437595,0,0,0,-46.57,West,30.3,0.00032312564048118025,0.005530064532806485,0.06348034011281702,0.06933353028610467,9.23216115660515e-06,9.23216115660515e-06,0.00024926835122833903,0.0002677326735415493
2180.0,AK,Nome Census Area,10004,0.15683726509396242,0.01329468212714914,0.02189124350259896,0.028788484606157537,31.50589764094362,40.08444869343531,26.635338345864664,35.6392694063927,19.930555555555557,22961.76,-0.3608314902577882,11.344444444444443,-2.200000000000001,58.464,0.20321871251499402,0.03655349140632661,48601.75929628149,0.4412572474824535,0.1406774488861764,0,0,0,0.0,West,27.7,0.0002998800479808077,0.0075969612155137945,0.022590963614554177,0.03048780487804878,0.0,0.0,0.0,0.0
2185.0,AK,North Slope Borough,9832,0.32668836452400324,0.025427176566314078,0.06753458096013018,0.04332790886899918,35.317839707078925,43.85040473225404,32.84,35.11295180722892,26.66666666666667,88695.41,-0.9552592757340422,6.677777777777778,-1.4000000000000004,84.784,0.11279495524816924,-0.15326400323856518,629702.1969080553,0.4364365749066261,0.15396320376262276,0,0,0,0.0,West,16.9,0.0001017087062652563,0.013832384052074858,0.08187550854353133,0.09580960130187144,0.0,0.0,0.0003051261187957689,0.0003051261187957689
2188.0,AK,Northwest Arctic Borough,7621,0.11665135808948957,0.024012596772077156,0.018239076236714342,0.03687180160083978,30.740060359532873,41.228908886389206,28.319672131147538,35.23381294964028,19.991103202846976,35572.58,-0.6691034031129417,13.266666666666666,-4.5,61.66,0.23684555832567905,-0.008786984683022017,88514.89305865372,0.48688688688688686,0.11171171171171171,0,0,0,0.0,West,24.5,0.0002624327516074006,0.016270830599658836,0.05497966146175043,0.07151292481301666,0.0,0.0,0.0001312163758037003,0.0001312163758037003
2195.0,AK,Petersburg Census Area,3266,0.7473974280465401,0.03214941824862217,0.054500918554807105,0.05756276791181874,42.37369871402326,45.105489553461695,26.404761904761905,38.75,33.244680851063826,3281.98,-0.0021197497850102436,9.833333333333334,-3.200000000000001,71.296,0.0670545009185548,0.05927689906514988,60471.21861604409,0.3880368098159509,0.2415644171779141,0,0,0,0.0,West,37.0,0.001224739742804654,0.0009185548071034905,0.009797917942437232,0.011941212492345376,0.0003061849357011635,0.0,-0.0003061849357011635,0.0
2198.0,AK,Prince of Wales-Hyder Census Area,6203,0.46477510881831374,0.016282443978719974,0.03095276479123005,0.03885216830565855,41.16516201837821,46.34148456468956,29.62871287128713,29.934895833333332,27.095435684647303,3922.87,0.19899786488302745,10.488888888888889,-2.5,50.049,0.174915363533774,0.05724127590397576,43195.71175237788,0.3956379942927028,0.16897676314716673,0,0,0,0.0,West,43.2,0.00032242463324197966,0.004675157182008705,0.005803643398355635,0.01080122521360632,0.0,0.0,0.00016121231662098983,0.00016121231662098983
2220.0,AK,Sitka City and Borough,8493,0.6580713528788414,0.02142941245731779,0.09937595667019898,0.07406099140468621,40.41622512657483,42.419037394882814,30.61813186813187,36.338862559241704,30.218600953895063,2870.34,0.4711277808775608,7.911111111111111,0.2999999999999998,80.66,0.07912398445778877,0.03656740695966536,63402.21358766043,0.2790181871950318,0.31347035339346446,0,0,0,0.0,West,41.1,0.0002354880489815142,0.006004945249028612,0.02637466148592959,0.032615094783939716,0.0,0.0,0.0,0.0
2230.0,AK,Skagway Municipality,1183,0.8630600169061707,0.014370245139475908,0.04311073541842773,0.06677937447168217,41.88081149619612,43.20029382957884,37.5,36.51960784313725,29.39873417721519,452.33,0.41752935210113584,18.088888888888892,3.3000000000000007,74.898,0.039729501267962805,0.08086494299325808,96083.68554522401,0.30063291139240506,0.27742616033755274,0,0,0,0.0,West,31.5,0.0,0.0,0.01267962806424345,0.01267962806424345,0.0,0.0,0.0,0.0
2240.0,AK,Southeast Fairbanks Census Area,6893,0.7739735964021471,0.030320615116785143,0.03481793123458581,0.0699260118961265,38.793703757435075,40.13355201499532,30.5622009569378,34.15625000000001,25.94917012448133,24768.81,-0.555496863220913,8.122222222222222,-2.9000000000000004,69.646,0.11939648919193385,-0.042435485265565676,88365.29812853619,0.3538093338651775,0.18169126445951336,0,0,0,0.0,West,25.1,0.0004352241404323226,0.003626867836936022,0.05556361526185986,0.0596257072392282,0.0,0.0,0.0004352241404323226,0.0004352241404323226
2261.0,AK,Valdez-Cordova Census Area,9202,0.7217996087806998,0.018148228645946535,0.06139969571832211,0.05629211041078026,39.37404911975658,40.92667871123155,30.973053892215564,37.929203539823014,29.39189189189189,34239.88,-0.570650005013571,9.511111111111111,-2.1000000000000005,74.574,0.08487285372745056,0.045352260632783664,246559.76961530102,0.3345562297163821,0.2840412022012135,0,0,0,0.0,West,28.0,0.0,0.00858509019778309,0.034231688763312326,0.04281677896109541,0.0,0.00010867202782003912,0.00010867202782003912,0.00021734405564007825
2275.0,AK,Wrangell City and Borough,2502,0.687849720223821,0.022781774580335732,0.04996003197442046,0.030375699440447643,45.07993605115908,48.37449157466589,27.631578947368418,37.3,32.828947368421055,2541.48,-0.006799391044565567,9.466666666666667,-2.0999999999999996,62.496,0.09592326139088729,-0.03189858609491922,38367.30615507594,0.34906588003933137,0.1873156342182891,0,0,0,0.0,West,40.2,0.0,0.005195843325339729,0.002398081534772182,0.007593924860111911,0.0,0.0,0.0,0.0
2282.0,AK,Yakutat City and Borough,579,0.3471502590673575,0.04835924006908463,0.09499136442141623,0.046632124352331605,43.5880829015544,47.94776119402985,29.642857142857142,40.772727272727266,33.425925925925924,7649.46,-1.1209522142630757,9.92222222222222,-1.0,61.587,0.14680483592400692,0.10013570233849844,60207.25388601036,0.3587174348697395,0.2124248496993988,0,0,0,0.0,West,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2290.0,AK,Yukon-Koyukuk Census Area,5230,0.23537284894837476,0.01797323135755258,0.012619502868068833,0.03135755258126195,37.44885277246654,43.17627944760357,31.01063829787234,39.28030303030304,22.743902439024392,145504.79,-1.4443756016115372,12.3,-5.0,42.063,0.24206500956022944,0.06537438356641034,64397.70554493308,0.42563046834791557,0.1258363355635615,0,0,0,0.0,West,26.9,0.00019120458891013384,0.015296367112810707,0.035564053537284895,0.051051625239005735,0.0,0.0003824091778202677,0.0003824091778202677,0.0007648183556405354
1001.0,AL,Autauga County,55869,0.7626232794573019,0.21092197819900124,0.017004063076124506,0.029909252000214787,39.65208791995561,40.85883774966555,35.660429395790906,32.81842105263158,31.06523040095751,594.44,1.9730628724786046,5.877777777777777,2.1000000000000005,58.233,0.12033506953766847,-0.0011544914200819413,31095.706026597934,0.3409365737996443,0.24768227622999409,0,0,0,44.41844,Southeast,77.43333333333334,0.00474323864755052,0.02743918810073565,0.07079059943797097,0.10297302618625714,0.00021478816517209902,0.00032218224775814854,0.0007338595643380049,0.0012708299772682524
1003.0,AL,Baldwin County,223234,0.874409812125393,0.09565747153211428,0.015011154214859743,0.04718815234238512,42.48579965417454,43.50806616871075,35.08452748899503,32.23067740972844,30.52686538826657,1589.78,2.147423312094322,6.822222222222222,2.6000000000000005,59.871,0.10016395351962515,0.05052448299964194,32357.597856957273,0.2851045949758396,0.2973078423722201,0,0,0,53.76234,Southeast,78.85833333333333,0.0014021161651002984,0.02546207118987251,0.055641165772238994,0.0825053531272118,4.4796043613428064e-05,0.00026429665731922554,0.0007122570934535062,0.0010213497943861599
1005.0,AL,Barbour County,24686,0.49153366280482863,0.4908450133679008,0.0061573361419428015,0.04524831888519809,41.469557644008745,45.22210318114389,37.81505323099777,39.53947368421052,28.227394807520138,884.88,1.44556634533831,7.755555555555556,4.300000000000001,35.972,0.2393664425180264,0.00817449880021206,33818.03451348943,0.36730826767727137,0.10626308965792361,0,0,0,7.66305,Southeast,77.13333333333334,0.007818196548651058,0.028558697237300493,0.04387102001134246,0.08024791379729401,4.0508790407518434e-05,0.00032407032326014747,0.0013367900834481083,0.0017013691971157741
1007.0,AL,Bibb County,22394,0.7676609806198089,0.21912119317674378,0.004331517370724301,0.027819951772796284,40.57414932571224,41.66802396602874,36.943142449561854,36.05670103092784,32.98154093097913,622.58,1.5559365087453656,7.944444444444446,3.2,47.918,0.18312940966330268,0.10128815827290674,20875.100473341074,0.45538013660284404,0.09556600604635539,0,0,0,57.72798,Southeast,75.55,0.003438421005626507,0.026569616861659373,0.07363579530231312,0.103643833169599,4.4654818254889704e-05,0.0005805126373135661,0.0016968830936858086,0.0023220505492542644
1009.0,AL,Blount County,57826,0.9582540725625152,0.022066198595787363,0.005395496835333587,0.0965309722270259,40.80612527236883,41.05870569551721,32.619514106583075,31.57852564102564,28.715066284485854,644.78,1.9527115939589912,4.800000000000001,1.0999999999999996,52.902,0.16124234773285373,-0.004823193749630358,16877.32162003251,0.3398807911135194,0.12033775851169512,0,0,0,80.00217,Southeast,72.81666666666666,0.0012451146543077508,0.02701207069484315,0.07149033306817003,0.09974751841732094,1.729325908760765e-05,0.00041503821810258363,0.0013834607270086122,0.0018157922041988034
1011.0,AL,Bullock County,10101,0.26621126621126623,0.7099297099297099,0.004158004158004158,0.08553608553608553,40.45045045045044,44.084232056526595,39.38223399804768,31.904761904761905,26.48726851851852,622.81,1.2100087940100739,6.233333333333333,2.4999999999999996,31.906,0.25116325116325117,0.08797097337494456,26954.558954558954,0.4274630541871921,0.11108374384236454,0,0,0,-49.85909,Southeast,76.71666666666668,0.02296802296802297,0.03762003762003762,0.047619047619047616,0.1082071082071082,0.00099000099000099,0.000693000693000693,0.001188001188001188,0.002871002871002871
1013.0,AL,Butler County,19448,0.5207219251336899,0.45583093377211026,0.016197038255861784,0.01486013986013986,42.04686857260386,45.60975609756097,38.1175972927242,37.45238095238095,33.174740484429066,776.83,1.3985489568152525,9.966666666666667,4.8,39.944,0.2120526532291238,0.007164897154187678,34188.245577951464,0.4425941585897353,0.1493527613348078,0,0,0,15.73567,Southeast,77.94166666666668,0.023087206910736322,0.02416700946112711,0.04725421637186343,0.09450843274372686,0.0013883175647881531,0.0006684491978609625,0.0010283833813245578,0.0030851501439736733
